deviceid,station_id,feeder,district,substation,kva,ct,installation_type,latitude,longitude,mea_no,address,hv,lv,installation_date,manufacturer,genre,ct_high,ct_low,tap_changer
236201061,BKT0440,BA432,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.741531114,100.60159272,4EE-2511,NULL,NULL,NULL,2021-12-10,NULL,TLM,800,5,manual
236200953,BKT1100,EM414,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.73506884,100.578939952,4EE-4843,NULL,NULL,NULL,2021-09-25,NULL,TLM,400,5,manual
WL22524,WL22524,NULL,วัดเลียบ,WL,NULL,1/1,NULL,13.75707182,100.5002872,LL-1294,ถ.ราชดำเนินกลาง  ข้างโรงเรียนช่างเย็บหนัง,NULL,NULL,NULL,NULL,Network Transformer,1,1,manual
236200574,KTT1207,YK415,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.711923,100.541142,2DD-3195,NULL,NULL,NULL,2021-06-30,NULL,TLM,400,5,manual
236200697,BKT0653,BA413,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.7146356,100.5979744,2DD-3534,NULL,NULL,NULL,2021-09-10,NULL,TLM,400,5,manual
236200994,BKT0448,BA432,บางกะปิ,NULL,300.0,400/5,แขวนเสา,13.739471273,100.6100449,4JJ-7052,NULL,NULL,NULL,2021-09-23,NULL,TLM,400,5,manual
236200605,BKT0381,BA432,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.727593349,100.613147395,4EE-6246,NULL,NULL,NULL,2021-09-27,NULL,TLM,400,5,manual
236200385,BKT0609,SG416,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.711155436,100.610245446,4EE-0265,NULL,NULL,NULL,2021-11-22,NULL,TLM,800,5,manual
236201414,KTT0034,EM413,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.71993064,100.577143234,2NN-0389,NULL,NULL,NULL,2022-06-07,NULL,TLM,1400,5,manual
236200161,KTT0125,KT423,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.721694,100.552214,2DD-8194,NULL,NULL,NULL,2021-06-11,NULL,TLM,400,5,manual
236200394,BKT0346,BA435,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.736433097,100.618047328,2EE-4146,NULL,NULL,NULL,2021-11-15,NULL,TLM,800,5,manual
SD21523,SD21523,SD21,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7442484495477,100.509624248267,LL-1451,ถ.มังกร  ใกล้ ซ.ยมราชสุขุม  หลังวัดคณิกาผล,12000,380,2021-04-26,ถิรไทย,Network Transformer,1,1,manual
SD24503,SD24503,SD24,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7440532043927,100.507369028555,LL-569,ซ.บำรุงรัฐ  ใกล้ ถ.เจริญกรุง,12000,380,1979-03-01,เจริญชัย,Network Transformer,1,1,manual
SD23521,SD23521,SD23,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7454511980965,100.515791810053,LL-1498,ถ.มิตรพันธ์  ใกล้ ถ.หลวง,12000,380,2022-04-24,เอกรัฐ,Network Transformer,1,1,manual
BR25507,BR25507,BR25,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7616251842279,100.49924223822,LL-1481,ถ.พระสุเมรุ  ตรงข้ามตลาดยอด,12000,380,2022-02-13,เอกรัฐ,Network Transformer,1,1,manual
BR14502,BR14502,BR14,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7673293200488,100.500475830543,LL-1214,หน้าธนาคารแห่งประเทศไทย,12000,380,1992-10-21,เจริญชัย,Network Transformer,1,1,manual
236201134,BKT0066,RH434,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.752609,100.624797,2EE-107,NULL,NULL,NULL,2021-11-19,NULL,TLM,800,5,manual
BR12518,BR12518,BR12,วัดเลียบ,BR,500,1/1,แขวนเสา,13.760337071003,100.507108185483,LL-1447,ถ.วิสุทธิกษัตริย์  ข้าง โรงเรียนแผนที่ทหาร,12000,380,2021-03-28,ถิรไทย,Network Transformer,1,1,manual
236201333,KTT0104,KT414,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.71552294,100.555626363,2JJ-4297,NULL,NULL,NULL,2022-06-08,NULL,TLM,800,5,manual
236200157,KTT0609,PK422,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.710875,100.573313,2EE-0248,NULL,NULL,NULL,2021-06-17,NULL,TLM,400,5,manual
236200450,KTT0277,NN413,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.740782759,100.556459162,4NN-0052,NULL,NULL,NULL,2021-11-13,NULL,TLM,1400,5,manual
236200925,BKT1263,SV425,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.735245347,100.597437205,2DD-8582,NULL,NULL,NULL,2021-09-13,NULL,TLM,400,5,manual
236201537,BKT0783,PA424,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.737386882,100.562828621,2LL-3675,NULL,NULL,NULL,2022-08-20,NULL,TLM,800,5,manual
SD26519,SD26519,SD26,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7394711265355,100.51158823455,LL-1505,ถ.เยาวราช  ใกล้ ถ.ทรงสวัสดิ์,12000,380,2022-05-29,เอกรัฐ,Network Transformer,1,1,manual
236200198,KTT0377,NS414,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.705402,100.548896,4DD-10306,NULL,NULL,NULL,2021-06-19,NULL,TLM,400,5,manual
236200984,BKT1109,SV425,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.726935,100.595294,4EE-2500,NULL,NULL,NULL,2021-09-14,NULL,TLM,400,5,manual
236200519,KTT0463,PI424,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.715303,100.570799,2DD-8096,NULL,NULL,NULL,2021-08-21,NULL,TLM,400,5,manual
236201376,KTT1154,WB12,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.747202425,100.529617527,2MM-1392,NULL,NULL,NULL,2022-05-29,NULL,TLM,1400,5,manual
236200328,KTT0051,EM423,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.714618,100.583105,2LL-3765,NULL,NULL,NULL,2021-10-09,NULL,TLM,800,5,manual
236200332,KTT0049,EM418,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.72113,100.582677,4EE-9806,NULL,NULL,NULL,2021-08-20,NULL,TLM,400,5,manual
236200144,BKT0868,SV436,บางกะปิ,NULL,750.0,1400/5,นั่งร้าน,13.739348785809,100.582691143577,4MM-0280,NULL,NULL,NULL,2024-05-27,NULL,TLM,1400,5,manual
236200976,BKT0318,BA432,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.722923782,100.622804171,4DD-533,NULL,NULL,NULL,2021-09-23,NULL,TLM,400,5,manual
236201268,KTT0714,PM433,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.734638565,100.53434139,2LL-6020,NULL,NULL,NULL,2022-05-28,NULL,TLM,800,5,manual
236200555,KTT0730,RPR42,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.749001,100.543135,2EE-9708,NULL,NULL,NULL,2021-08-24,NULL,TLM,400,5,manual
WL22503,WL22503,WL22,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7462665913691,100.501463848591,LL-1422,ถ.ภาณุรังษี  หลังห้างเมอร์รี่คิงส์,12000,380,2020-06-11,เจริญชัย,Network Transformer,1,1,manual
236200041,KTT0793,SA414,คลองเตย,NULL,112.5,200/5,แขวนเสา,13.720534,100.55936,2CC-1672,NULL,NULL,NULL,2021-07-03,NULL,TLM,200,5,manual
236200459,KTT0355,NS412,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.709528967,100.546588913,2MM-1363,NULL,NULL,NULL,2022-01-29,NULL,TLM,1400,5,manual
SD44501,SD44501,SD44,วัดเลียบ,SD,500,1/1,แขวนเสา,13.753193806938,100.509136729952,LL-184,ถ.จักรพรรดิพงษ์  หน้าวัดสระเกศ,12000,380,1989-08-15,OSAKA,Network Transformer,1,1,manual
236200747,KTT1128,SY22,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.731278548,100.520170341,2LL-5357,NULL,NULL,NULL,2022-03-06,NULL,TLM,800,5,manual
236200941,BKT1328,SV436,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.739775,100.584665,2EE-4394,NULL,NULL,NULL,2021-09-27,NULL,TLM,400,5,manual
236201482,KTT0449,PI423,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.728107223,100.560236467,2LL-2838,NULL,NULL,NULL,2022-06-26,NULL,TLM,1400,5,manual
236200136,KTT0783,SA412,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.726766,100.562721,2EE-5728,NULL,NULL,NULL,2021-06-14,NULL,TLM,400,5,manual
WL21522,WL21522,WL21,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7449950748587,100.500552396608,LL-1369,ถ.บูรพา  ใกล้ ถ.พาหุรัด,12000,380,2020-07-20,เจริญชัย,Network Transformer,1,1,manual
BR21502,BR21502,BR21,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7667155202213,100.501360549892,LL-0134,ถ.สามเสน  สี่แยกบางขุนพรหม,12000,380,2000-05-26,ELCO,Network Transformer,1,1,manual
236200963,BKT1261,BA413,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.724918,100.595955,4EE-7477,NULL,NULL,NULL,2021-09-16,NULL,TLM,400,5,manual
BR15504,BR15504,BR15,วัดเลียบ,BR,500,1/1,แขวนเสา,13.765213716146,100.502184533234,LL-326,ถ.วิสุทธิกษัตริย์  ซอยวัดอมตรส,12000,380,2015-06-23,ELCO,Network Transformer,1,1,manual
236201427,KTT0953,SL21,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.723023066,100.525706351,2NN-0623,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
236200665,BKT2221,EM414,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.734193,100.576918,2EE-6658,NULL,NULL,NULL,2021-10-28,NULL,TLM,400,5,manual
236201392,KTT0303,LN434,คลองเตย,NULL,112.5,200/5,แขวนเสา,13.73400318,100.550674144,2CC-0754,NULL,NULL,NULL,2022-03-06,NULL,TLM,200,5,manual
236200312,KTT1064,SY11,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.730231,100.516254,2EE-8325,NULL,NULL,NULL,2021-08-16,NULL,TLM,400,5,manual
236201083,BKT2169,PPG42,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.74166,100.578732,2EE-3795,NULL,NULL,NULL,2021-10-29,NULL,TLM,400,5,manual
236200983,BKT1138,SV425,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.717136686,100.595495374,2EE-0843,NULL,NULL,NULL,2021-09-14,NULL,TLM,400,5,manual
236200213,KTT0023,EM413,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.716102,100.576187,2JJ-3422,NULL,NULL,NULL,2021-07-03,NULL,TLM,800,5,manual
236200333,KTT1089,SY12,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.729361,100.525277,2EE-8651,NULL,NULL,NULL,2021-08-19,NULL,TLM,400,5,manual
236200897,BKT1766,BA432,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.719496344,100.622463434,4EE-8417,NULL,NULL,NULL,2021-09-24,NULL,TLM,400,5,manual
236200168,KTT0092,KT411,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.726709,100.560111,2EE-5752,NULL,NULL,NULL,2021-06-09,NULL,TLM,400,5,manual
236200693,BKT1087,EM424,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.731119,100.575844,2EE-4313,NULL,NULL,NULL,2021-10-28,NULL,TLM,400,5,manual
236200840,BKT2400,SG414,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.689553,100.628584,2EE-9409,NULL,NULL,NULL,2021-12-08,NULL,TLM,800,5,manual
236200562,KTT1107,SY21,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.730607,100.517679, 2EE-8290,NULL,NULL,NULL,2021-08-22,NULL,TLM,400,5,manual
236200864,KTT0162,KT426,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.725748412,100.551376225,4LL-5009,NULL,NULL,NULL,2021-12-05,NULL,TLM,800,5,manual
236201375,KTT0362,NS412,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.707766013,100.543928312,2LL-0617,NULL,NULL,NULL,2022-06-04,NULL,TLM,1400,5,manual
236201656,KTT1334,SU33,คลองเตย,NULL,750.0,2000/5,Unit-sub,13.728893,100.535249,NULL,NULL,NULL,NULL,NULL,NULL,TLM,2000,5,manual
236200863,KTT0109,KT415,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.724450721,100.551735517,2LL-4692,NULL,NULL,NULL,2021-12-05,NULL,TLM,800,5,manual
236200072,BKT0100,PTN41,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.747771,100.631129,4EE-5119,NULL,NULL,NULL,2021-12-03,NULL,TLM,800,5,manual
236201267,KTT0891,SAM18,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.731541725,100.533587827,0,NULL,NULL,NULL,2022-06-05,NULL,TLM,800,5,manual
236201645,KTT1166,WB14,คลองเตย,NULL,750.0,1400/5,"uni-sub,นั่งร้าน",13.748589186,100.53420391, ,NULL,NULL,NULL,2022-08-24,NULL,TLM,1400,5,manual
BR23520,BR23520,BR23,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7623548209023,100.502337445441,LL-1476,ถ.ประชาธิปไตย  หลังวัดตรีทศเทพ,12000,380,2022-01-30,เอกรัฐ,Network Transformer,1,1,manual
236200914,BKT1270,SV425,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.737810298,100.598334915,4EE-3347,NULL,NULL,NULL,2021-09-14,NULL,TLM,400,5,manual
236201360,KTT0184,NULL,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.729596325,100.532308696,2LL-5237,NULL,NULL,NULL,2022-03-19,NULL,TLM,800,5,manual
236201249,KTT0559,PK414,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.717361855,100.571217998,2JJ-0632,NULL,NULL,NULL,2022-06-09,NULL,TLM,800,5,manual
236200209,KTT0117,KT422,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.74479002,100.5512399,4LL-3770,NULL,NULL,NULL,2021-11-07,NULL,TLM,800,5,manual
236200867,KTT0693,PM24,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.744741573,100.521948208,2LL-2541,NULL,NULL,NULL,2021-12-18,NULL,TLM,800,5,manual
236201633,BKT1349,SV422,บางกะปิ,NULL,500.0,1400/5,นั่งร้าน,13.746809,100.576185,4LL-1249,NULL,NULL,NULL,2022-09-05,NULL,TLM,1400,5,manual
236200623,BKT0416,BA427,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.736437981,100.614854657,4EE-9624,NULL,NULL,NULL,2021-09-22,NULL,TLM,400,5,manual
236201553,KTT0345,NN424,คลองเตย,NULL,1000.0,1400/5,"uni-sub,นั่งร้าน",13.738609056,100.558150136, ,NULL,NULL,NULL,2022-06-11,NULL,TLM,1400,5,manual
236200101,KTT0101,KT412,คลองเตย,NULL,225.0,200/5,แขวนเสา,13.719793,100.555353,4EE-6530,NULL,NULL,NULL,2023-04-21,NULL,TLM,200,5,manual
236201542,BKT2606,MS411,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.757266,100.543981,2LL-1260,NULL,NULL,NULL,2022-07-30,NULL,TLM,800,5,manual
236200192,KTT1229,NS436,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.715472,100.54833,2EE-8786,NULL,NULL,NULL,2021-06-21,NULL,TLM,400,5,manual
236200274,KTT0498,PI435,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.735855944,100.558848949,2LL-0075,NULL,NULL,NULL,2021-11-07,NULL,TLM,800,5,manual
236200411,KTT0287,NN415,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.737977872,100.553040029,4MM-0918,NULL,NULL,NULL,2021-11-28,NULL,TLM,1400,5,manual
236201445,KTT0339,NN422,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.738482329,100.559148515,4MM-1108,NULL,NULL,NULL,2022-05-29,NULL,TLM,1400,5,manual
236201662,BKT2556,NN411,คลองเตย,NULL,15.0,200/5,แขวนเสา,13.75470372,100.5426912,4B-1323,NULL,NULL,NULL,2022-03-31,NULL,TLM,200,5,manual
236200801,KTT1134,SY24,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.723998692,100.519199374,2JJ-1043,NULL,NULL,NULL,2021-12-19,NULL,TLM,800,5,manual
236200817,KTT0304,LN434,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.735330551,100.548557319,2LL-4986,NULL,NULL,NULL,2021-12-04,NULL,TLM,800,5,manual
236201239,KTT1020,SU24,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.724402066,100.52165434,2MM-0236,NULL,NULL,NULL,2022-03-20,NULL,TLM,1400,5,manual
WL26522,WL26522,WL26,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7426897647693,100.495364139956,LL-1439,ถ.จักรเพชร หัวมุม ธ.กรุงไทย สาขาปากคลองตลาด,12000,380,2006-12-05,เจริญชัย,Network Transformer,1,1,manual
236200067,BKT0871,SG421,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.693153703,100.645438139,2EE-1648,NULL,NULL,NULL,2021-12-03,NULL,TLM,800,5,manual
BR22505,BR22505,BR22,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7622326364899,100.498097492777,LL-0045,ถ.พระสุเมรุ  สี่แยกบางลำพู,12000,380,1975-06-07,OSAKA,Network Transformer,1,1,manual
SD38518,SD38518,SD38,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7399791163148,100.506608581341,LL-721,ถ.มังกร  ระหว่าง ซ.วานิช 1 และ ถ.ทรงวาด,12000,380,1980-09-01,เจริญชัย,Network Transformer,1,1,manual
BR15514,BR15514,BR15,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7598192312681,100.492861434279,LL-1461,ถ.เจ้าฟ้า  ปากตรอกโรงไหม,12000,380,2022-01-17,ถิรไทย,Network Transformer,1,1,manual
236201225,KTT1016,SU24,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.723575774,100.519136358,2MM-0043,NULL,NULL,NULL,2022-03-20,NULL,TLM,1400,5,manual
236200717,KTT0137,NS414,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.71459616,100.552285864,2LL-4980,NULL,NULL,NULL,2022-01-29,NULL,TLM,800,5,manual
236200572,KTT0857,SAM12,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.735378,100.522863,2DD-0979,NULL,NULL,NULL,2021-06-29,NULL,TLM,400,5,manual
236200743,KTT1091,SY12,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.729970831,100.52221705,2LL-4889,NULL,NULL,NULL,2022-03-13,NULL,TLM,800,5,manual
236201469,KTT1012,SU23,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.728282052,100.528661307,2NN-0061,NULL,NULL,NULL,2022-07-09,NULL,TLM,1400,5,manual
236200691,BKT1059,PA421,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.735657,100.56548,2DD-9322,NULL,NULL,NULL,2021-10-27,NULL,TLM,400,5,manual
236200603,BKT1096,EM412,บางกะปิ,NULL,225.0,400/5,NULL,13.727835668,100.578052924,2EE-5052,NULL,NULL,NULL,NULL,NULL,TLM,400,5,manual
236200608,BKT2213,SV422,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.749762,100.569864,0,NULL,NULL,NULL,2021-10-25,NULL,TLM,400,5,manual
WL21503,WL21503,WL21,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7457391474172,100.502538936643,LL-1406,ถ.ภาณุรังษี  ข้างห้างเมอร์รี่คิงส์,12000,380,2020-10-07,เจริญชัย,Network Transformer,1,1,manual
BR23509,BR23509,BR23,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7566305304255,100.513984041666,LL-1475,ถ.หลานหลวง  หน้าสถิติแห่งชาติ,12000,380,2022-01-30,เอกรัฐ,Network Transformer,1,1,manual
SD36502,SD36502,SD36,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7534296281536,100.514333814552,LL-0058,ซ.โรงเลี้ยงเด็ก สุดซอย  ถ.บำรุงเมือง,12000,380,1989-08-15,OSAKA,Network Transformer,1,1,manual
WL12505,WL12505,WL12,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7533504658293,100.501068137656,LL-1324,ถ.ดินสอ  ใกล้ ถ.มหรรณพ,12000,380,2020-08-17,เจริญชัย,Network Transformer,1,1,manual
236200437,KTT1027,SU26,คลองเตย,NULL,500.0,1400/5,"uni-sub,นั่งร้าน",13.724842,100.522393,LL-1122,NULL,NULL,NULL,2022-02-04,NULL,TLM,1400,5,manual
236200725,KTT1266,YK433,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.7211767369139,100.53980316542,2EE-6498,NULL,NULL,NULL,2021-08-25,NULL,TLM,400,5,manual
236200278,KTT0589,PK416,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.712236484,100.584070912,4LL-4137,NULL,NULL,NULL,2022-01-16,NULL,TLM,800,5,manual
236201663,BKT2199,NULL,บางกะปิ,NULL,750.0,1400/5,นั่งร้าน,13.7365804530168,100.574154568525,2MM-0914,NULL,NULL,NULL,2024-07-10,NULL,TLM,1400,5,manual
236200951,BKT1312,SV427,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.735666883,100.581059944,2EE-1230,NULL,NULL,NULL,2021-09-25,NULL,TLM,400,5,manual
236200210,BKT0756,SG416,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.708185757,100.625120043,4EE-3405,NULL,NULL,NULL,2021-11-25,NULL,TLM,800,5,manual
236200636,NULL,NULL,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.746076,100.586771,NULL,NULL,NULL,NULL,2021-09-28,NULL,TLM,400,5,manual
236201480,KTT0969,SL26,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.723639085,100.522652561,2LL-4696,NULL,NULL,NULL,2022-07-02,NULL,TLM,1400,5,manual
236200104,KTT0821,SA423,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.71351,100.579727,4EE-9383,NULL,NULL,NULL,2021-06-13,NULL,TLM,400,5,manual
236201359,KTT0472,PI424,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.718054614,100.566904872,2JJ-1890,NULL,NULL,NULL,2022-05-14,NULL,TLM,800,5,manual
236200542,KTT0885,SAM13,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.734215712,100.518591135,2JJ-4609,NULL,NULL,NULL,2022-01-25,NULL,TLM,800,5,manual
236200261,KTT0983,SY21,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.727371,100.51446,2JJ-6139,NULL,NULL,NULL,2021-06-27,NULL,TLM,800,5,manual
236201484,KTT1013,SU23,คลองเตย,NULL,500.0,1400/5,"uni-sub,นั่งร้าน",13.727198675,100.526588523,2NN-159,NULL,NULL,NULL,2022-07-09,NULL,TLM,1400,5,manual
236200673,BKT1607,PPL42,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.754866,100.589258,2EE-6844,NULL,NULL,NULL,2021-10-25,NULL,TLM,400,5,manual
236200094,BKT0102,RH411,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.751475,100.63517, 4EE-1388,NULL,NULL,NULL,2021-12-03,NULL,TLM,800,5,manual
236200371,KTT0533,PI436,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.720831,100.560291, 2DD-6157,NULL,NULL,NULL,2021-08-16,NULL,TLM,400,5,manual
236200008,KTT1062,SY11,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.727732723,100.51940323,2MM-1349,NULL,NULL,NULL,2022-03-05,NULL,TLM,1400,5,manual
236200272,KTT0484,PI435,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.737372737,100.555894802,2LL-5699,NULL,NULL,NULL,2021-11-07,NULL,TLM,800,5,manual
SD25502,SD25502,SD25,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7403728391789,100.509335514947,LL-1499,ถ.เยาวราช  ใกล้ ถ.เยาวพานิช,12000,380,2022-05-23,เอกรัฐ,Network Transformer,1,1,manual
236200517,KTT0071,EM427,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.714912,100.590679,2EE-3465,NULL,NULL,NULL,2021-08-21,NULL,TLM,400,5,manual
236201432,MBT1236,NULL,มีนบุรี,NULL,225.0,400/5,แขวนเสา,13.8415065,100.6824236,4EE-5585,NULL,NULL,NULL,2024-06-24,NULL,TLM,400,5,oltc
236200781,KTT1087,SY15,คลองเตย,NULL,750.0,800/5,นั่งร้าน,13.730142207,100.523451328,2MM-1141,NULL,NULL,NULL,2022-03-13,NULL,TLM,800,5,manual
SD35510,SD35510,SD35,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7402627068818,100.515406179475,LL-0181,ถ.กรุงเกษม  ใกล้ ซ.พันธจิตต์,12000,380,1989-08-15,OSAKA,Network Transformer,1,1,manual
236200871,KTT0468,PI424,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.715103754,100.561135571,2JJ-0506,NULL,NULL,NULL,2021-12-26,NULL,TLM,800,5,manual
236201179,BKT0009,PTN41,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.742147595,100.628515483,4EE-2584,NULL,NULL,NULL,2021-11-17,NULL,TLM,800,5,manual
236200960,BKT2000,BA423,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.744292982,100.602598158,2EE-5021,NULL,NULL,NULL,2021-09-17,NULL,TLM,400,5,manual
236201497,KTT0481,PI435,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.734170444,100.559866301,4LL-4160,NULL,NULL,NULL,2022-06-05,NULL,TLM,1400,5,manual
236200842,KTT0580,PK416,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.7130384,100.579860742, 2LL-6021,NULL,NULL,NULL,2022-01-16,NULL,TLM,800,5,manual
236200277,KTT0607,PK422,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.705619752,100.583964278,0,NULL,NULL,NULL,2022-01-16,NULL,TLM,800,5,manual
236201067,BKT0980,SV421,บางกะปิ,NULL,75.0,200/5,แขวนเสา,13.743563228,100.597229121,2ZZ-1242,NULL,NULL,NULL,2021-12-23,NULL,TLM,200,5,manual
SD24529,SD24529,SD24,วัดเลียบ,SD,500,1/1,แขวนเสา,13.750283384923,100.513861176247,LL-1239,ซ.นาคราช  ใกล้ ถ.บำรุงเมือง,12000,380,1994-03-30,ไทยทราโฟ,Network Transformer,1,1,manual
236201500,KTT0866,SAM13,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.735978765,100.517032434,2MM-1467,NULL,NULL,NULL,2022-07-02,NULL,TLM,1400,5,manual
236200557,KTT0608,PK422,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.71179,100.576267,2DD-4759,NULL,NULL,NULL,2021-08-30,NULL,TLM,400,5,manual
236200737,KTT0944,SL14,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.722362111,100.520689466,2LL-6062,NULL,NULL,NULL,2022-02-19,NULL,TLM,800,5,manual
236200348,BKT2328,SG414,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.694594,100.632814,2EE-3119,NULL,NULL,NULL,2021-11-15,NULL,TLM,800,5,manual
236201605,BKT1418,SV422,บางกะปิ,NULL,750.0,2000/5,นั่งร้าน,13.747194286,100.574458312,4MM-0574,NULL,NULL,NULL,2022-09-05,NULL,TLM,2000,5,manual
